Naziv korisnika;Konto;Klasa;Klasifikacija;Naziv;Iznos (KM)
Ustavni sud BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;81.253,00
Direkcija za evropske integracije BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;69.625,00
Agencija za promociju stranih ulaganja u BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;65.667,00
Tužilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;53.319,00
Služba za zajednicke poslove institucija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;47.180,00
Institucija ombudsmana za ljudska prava BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;47.127,00
Državna regulatorna komisija za elektricnu energiju;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;44.760,00
Agencija za rad i zapošljavanje BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;43.575,00
Agencija za statistiku BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;41.477,00
Ured za razmatranje žalbi po javnim nabavkama;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;35.313,00
Ured za reviziju institucija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;33.307,00
Agencija za državnu službu BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;30.306,00
Agencija za sigurnost hrane;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;25.490,00
Institut za intelektualno vlasništvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;24.676,00
Konkurencijsko vijece BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;24.305,00
Komisija za ocuvanje nacionalnih spomenika BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;23.471,00
Pravobranilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;22.850,00
Komisija za koncesije;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;22.392,00
Institut za mjeriteljstvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;22.012,00
Uprava za zaštitu zdravlja bilja;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;16.889,00
Direkcija za ekonomsko planiranje;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;15.954,00
Agencija za javne nabavke BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;15.784,00
Institut za standarde BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;14.809,00
Institut za akreditiranje BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;12.226,00
Agencija za osiguranje u Bosni i Hercegovini;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;10.404,00
Fond za povratak;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;9.885,00
Ured za zakonodavstvo;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;9.402,00
Komisija za imovinske zahtjeve;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;7.917,00
Odbor državne službe za žalbe;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.930,00
Agencija za nadzor nad tržištem;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.087,00
Arhiv BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;4.075,00
Institucija ombudsmena za zaštitu potrošaca;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;3.960,00
Institut za nestale osobe;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;1.151,00
Bosna i Hercegovina;613300;Rashodi;Rashodi po korisnicima - sumarno;Izdaci za energiju i komunalne usluge;15.627.039,00
Ministarstvo odbrane BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;8.655.754,00
Uprava za indirektno oporezivanje BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;1.442.482,00
Služba za zajednicke poslove institucija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;1.160.194,00
Ministarstvo vanjskih poslova BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;1.154.361,00
Granicna policija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;522.292,00
Ministarstvo za ljudska prava i izbjeglice BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;354.474,00
Državna agencija za istrage i zaštitu;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;341.136,00
Obavještajno- sigurnosna agencija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;329.996,00
Ministarstvo pravde BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;197.773,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;169.267,00
Sud BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;124.577,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;122.316,00
Centar za uklanjanje mina u BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;92.110,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;77.259,00
Regulatorna agencija za komunikacije BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;76.307,00
Ustavni sud BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;73.934,00
Visoko sudsko i tužilacko vijece BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;67.734,00
Ministarstvo sigurnosti BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;67.393,00
Tužilaštvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;58.865,00
Ministarstvo finansija i trezora BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;43.442,00
Ministarstvo komunikacija i prometa BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;40.764,00
Direkcija za civilno vazduhoplovstvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;38.122,00
Služba za poslove sa strancima;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;30.679,00
Ured za veterinarstvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;28.588,00
Središnja izborna komisija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;26.787,00
Institut za mjeriteljstvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;24.653,00
Državna regulatorna komisija za elektricnu energiju;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;23.000,00
Institut za intelektualno vlasništvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;19.841,00
Ured za reviziju institucija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;19.324,00
Institut za nestale osobe;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;19.080,00
Institut za akreditiranje BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;19.075,00
Agencija za statistiku BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;18.923,00
Agencija za promociju stranih ulaganja u BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;15.987,00
Institut za standarde BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;15.031,00
Agencija za sigurnost hrane;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;14.845,00
Konkurencijsko vijece BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;13.229,00
Agencija za rad i zapošljavanje BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;12.298,00
Ured za razmatranje žalbi po javnim nabavkama;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;11.948,00
Generalni sekretarijat Vijeca ministara BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;11.854,00
Komisija za ocuvanje nacionalnih spomenika BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;11.797,00
Institucija ombudsmana za ljudska prava BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;11.409,00
Komisija za koncesije;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;10.127,00
Direkcija za ekonomsko planiranje;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;9.990,00
Pravobranilaštvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;8.931,00
Agencija za javne nabavke BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;7.649,00
Agencija za nadzor nad tržištem;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;7.366,00
Uprava za zaštitu zdravlja bilja;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;6.513,00
Agencija za osiguranje u Bosni i Hercegovini;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;4.051,00
Komisija za imovinske zahtjeve;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;3.480,00
Fond za povratak;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;3.466,00
Ministarstvo civilnih poslova BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;3.128,00
Arhiv BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;3.042,00
Institucija ombudsmena za zaštitu potrošaca;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;396,00
Bosna i Hercegovina;613400;Rashodi;Rashodi po korisnicima - sumarno;Nabavka materijala i sitnog inventara;13.838.588,00
Ministarstvo odbrane BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;4.923.070,00
Granicna policija BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;1.799.414,00
Uprava za indirektno oporezivanje BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;876.801,00
Državna agencija za istrage i zaštitu;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Državna agencija za istrage i zaštitu;750.766,00
Služba za zajednicke poslove institucija BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za zajednicke poslove institucija BiH;641.902,00
Ured za veterinarstvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;636.201,00
Ministarstvo za ljudska prava i izbjeglice BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo za ljudska prava i izbjeglice BiH;505.991,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;471.720,00
Ministarstvo vanjskih poslova BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;457.880,00
Centar za uklanjanje mina u BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za uklanjanje mina u BiH;358.192,00
Ministarstvo sigurnosti BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo sigurnosti BiH;187.394,00
Ministarstvo pravde BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;186.834,00
Središnja izborna komisija BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Središnja izborna komisija BiH;184.734,00
Predsjedništvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Predsjedništvo BiH;148.336,00
Obavještajno- sigurnosna agencija BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Obavještajno- sigurnosna agencija BiH;148.269,00
Služba za poslove sa strancima;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;146.598,00
Ministarstvo komunikacija i prometa BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;110.053,00
Parlamentarna skupština BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Parlamentarna skupština BiH;105.093,00
Tužilaštvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Tužilaštvo BiH;103.881,00
Ministarstvo civilnih poslova BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo civilnih poslova BiH;91.473,00
Visoko sudsko i tužilacko vijece BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Visoko sudsko i tužilacko vijece BiH;91.208,00
Ustavni sud BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;86.356,00
Sud BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Sud BiH;71.021,00
Ministarstvo finansija i trezora BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;70.185,00
Agencija za rad i zapošljavanje BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;57.152,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;55.655,00
Generalni sekretarijat Vijeca ministara BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Generalni sekretarijat Vijeca ministara BiH;54.509,00
Regulatorna agencija za komunikacije BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Regulatorna agencija za komunikacije BiH;51.745,00
Agencija za promociju stranih ulaganja u BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za promociju stranih ulaganja u BiH;46.481,00
Direkcija za civilno vazduhoplovstvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za civilno vazduhoplovstvo BiH;40.981,00
Agencija za statistiku BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;32.198,00
Komisija za ocuvanje nacionalnih spomenika BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;29.065,00
Agencija za sigurnost hrane;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za sigurnost hrane;26.859,00
Ured za reviziju institucija BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;24.613,00
Institut za mjeriteljstvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;24.299,00
Institut za standarde BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standarde BiH;22.629,00
Državna regulatorna komisija za elektricnu energiju;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Državna regulatorna komisija za elektricnu energiju;20.866,00
Arhiv BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Arhiv BiH;19.619,00
Pravobranilaštvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Pravobranilaštvo BiH;18.927,00
Direkcija za evropske integracije BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za evropske integracije BiH;16.768,00
Agencija za javne nabavke BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za javne nabavke BiH;16.357,00
Konkurencijsko vijece BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Konkurencijsko vijece BiH;14.041,00
Institut za akreditiranje BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za akreditiranje BiH;12.889,00
Institut za intelektualno vlasništvo BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;12.499,00
Fond za povratak;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Fond za povratak;12.244,00
Institucija ombudsmana za ljudska prava BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;9.416,00
Komisija za koncesije;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za koncesije;8.665,00
Agencija za državnu službu BiH;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za državnu službu BiH;8.541,00
Uprava za zaštitu zdravlja bilja;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za zaštitu zdravlja bilja;8.487,00
Ured za razmatranje žalbi po javnim nabavkama;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za razmatranje žalbi po javnim nabavkama;8.242,00
Direkcija za ekonomsko planiranje;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za ekonomsko planiranje;8.165,00
Agencija za osiguranje u Bosni i Hercegovini;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za osiguranje u Bosni i Hercegovini;6.491,00
Odbor državne službe za žalbe;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Odbor državne službe za žalbe;4.498,00
Institucija ombudsmena za zaštitu potrošaca;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmena za zaštitu potrošaca;4.215,00
Agencija za nadzor nad tržištem;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za nadzor nad tržištem;4.143,00
Ured za zakonodavstvo;613400;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za zakonodavstvo;3.957,00
Bosna i Hercegovina;613500;Rashodi;Rashodi po korisnicima - sumarno;Izdaci za usluge prevoza i goriva;8.684.268,00
Ministarstvo odbrane BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;3.417.033,00
Granicna policija BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;1.157.796,00
Uprava za indirektno oporezivanje BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;741.063,00
Državna agencija za istrage i zaštitu;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Državna agencija za istrage i zaštitu;561.681,00
Ministarstvo vanjskih poslova BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;544.369,00
Obavještajno- sigurnosna agencija BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Obavještajno- sigurnosna agencija BiH;463.493,00
Centar za uklanjanje mina u BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za uklanjanje mina u BiH;320.887,00
Predsjedništvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Predsjedništvo BiH;244.882,00
Ministarstvo za ljudska prava i izbjeglice BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo za ljudska prava i izbjeglice BiH;133.132,00
Ministarstvo sigurnosti BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo sigurnosti BiH;98.079,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;93.188,00
Ministarstvo komunikacija i prometa BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;81.418,00
Služba za poslove sa strancima;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;78.335,00
Ministarstvo pravde BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;68.661,00
Ministarstvo civilnih poslova BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo civilnih poslova BiH;64.422,00
Parlamentarna skupština BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Parlamentarna skupština BiH;56.872,00
Generalni sekretarijat Vijeca ministara BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Generalni sekretarijat Vijeca ministara BiH;54.019,00
Ministarstvo finansija i trezora BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;51.573,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;43.802,00
Visoko sudsko i tužilacko vijece BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Visoko sudsko i tužilacko vijece BiH;30.493,00
Regulatorna agencija za komunikacije BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Regulatorna agencija za komunikacije BiH;29.066,00
Direkcija za evropske integracije BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za evropske integracije BiH;27.555,00
Ured za veterinarstvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;27.355,00
Institucija ombudsmana za ljudska prava BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;26.281,00
Agencija za promociju stranih ulaganja u BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za promociju stranih ulaganja u BiH;24.671,00
Direkcija za civilno vazduhoplovstvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za civilno vazduhoplovstvo BiH;22.845,00
Komisija za ocuvanje nacionalnih spomenika BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;20.861,00
Agencija za rad i zapošljavanje BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;16.228,00
Ured za reviziju institucija BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;15.187,00
Tužilaštvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Tužilaštvo BiH;14.627,00
Ustavni sud BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;13.778,00
Agencija za sigurnost hrane;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za sigurnost hrane;12.262,00
Služba za zajednicke poslove institucija BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za zajednicke poslove institucija BiH;11.591,00
Komisija za koncesije;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za koncesije;11.423,00
Državna regulatorna komisija za elektricnu energiju;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Državna regulatorna komisija za elektricnu energiju;11.386,00
Središnja izborna komisija BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Središnja izborna komisija BiH;11.358,00
Agencija za statistiku BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;9.145,00
Uprava za zaštitu zdravlja bilja;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za zaštitu zdravlja bilja;8.628,00
Fond za povratak;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Fond za povratak;8.606,00
Sud BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Sud BiH;7.577,00
Institut za intelektualno vlasništvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;7.562,00
Institut za mjeriteljstvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;7.058,00
Ured za zakonodavstvo;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za zakonodavstvo;6.322,00
Pravobranilaštvo BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Pravobranilaštvo BiH;4.202,00
Konkurencijsko vijece BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Konkurencijsko vijece BiH;3.773,00
Agencija za osiguranje u Bosni i Hercegovini;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za osiguranje u Bosni i Hercegovini;2.995,00
Komisija za imovinske zahtjeve;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za imovinske zahtjeve;2.933,00
Agencija za nadzor nad tržištem;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za nadzor nad tržištem;2.568,00
Ured za razmatranje žalbi po javnim nabavkama;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za razmatranje žalbi po javnim nabavkama;2.487,00
Institucija ombudsmena za zaštitu potrošaca;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmena za zaštitu potrošaca;2.458,00
Institut za standarde BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standarde BiH;2.322,00
Arhiv BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Arhiv BiH;1.228,00
Agencija za javne nabavke BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za javne nabavke BiH;1.219,00
Direkcija za ekonomsko planiranje;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za ekonomsko planiranje;968,00
Agencija za državnu službu BiH;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za državnu službu BiH;502,00
Institut za nestale osobe;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za nestale osobe;35,00
Odbor državne službe za žalbe;613500;Rashodi;Rashodi po korisnicima - sintetički konto;Odbor državne službe za žalbe;8,00
Bosna i Hercegovina;613600;Rashodi;Rashodi po korisnicima - sumarno;Unajmljivanje imovine i opreme;18.805.451,00
