Naziv korisnika;Konto;Klasa;Klasifikacija;Naziv;Iznos (KM)
Bosna i Hercegovina;814200;Prihodi;Sintetički konto;Primici od inostranog zaduživanja;19.520.809,00
Bosna i Hercegovina;-;Prihodi;Grupa;Ostali prihodi;150,00
Bosna i Hercegovina;778000;Prihodi;Podgrupa;Generalni prihod;150,00
Bosna i Hercegovina;778100;Prihodi;Sintetički konto;Generalni prihod;150,00
Bosna i Hercegovina;-;Rashodi;Grupa;Lična primanja;626.303.388,00
Bosna i Hercegovina;611000;Rashodi;Podgrupa;Plaće i naknade troškova zaposlenih;626.303.388,00
Bosna i Hercegovina;611100;Rashodi;Rashodi po korisnicima - sumarno;Bruto plaće;516.825.142,00
Ministarstvo odbrane BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;189.142.748,00
Uprava za indirektno oporezivanje BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;56.807.348,00
Granicna policija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;50.664.965,00
Ministarstvo vanjskih poslova BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;23.754.035,00
Obavještajno- sigurnosna agencija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Obavještajno- sigurnosna agencija BiH;20.222.318,00
Državna agencija za istrage i zaštitu;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Državna agencija za istrage i zaštitu;19.639.789,00
Direkcija za koordinaciju policijskih tijela;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za koordinaciju policijskih tijela;18.146.102,00
Sud BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Sud BiH;10.511.254,00
Parlamentarna skupština BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Parlamentarna skupština BiH;9.424.530,00
Tužilaštvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Tužilaštvo BiH;7.761.052,00
Služba za zajednicke poslove institucija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za zajednicke poslove institucija BiH;6.150.580,00
Služba za poslove sa strancima;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;5.681.820,00
Ministarstvo pravde BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;5.637.561,00
Visoko sudsko i tužilacko vijece BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Visoko sudsko i tužilacko vijece BiH;5.378.321,00
Ministarstvo sigurnosti BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo sigurnosti BiH;4.844.932,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;4.832.116,00
Ministarstvo finansija i trezora BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;4.543.430,00
Ustavni sud BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;4.002.047,00
Regulatorna agencija za komunikacije BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Regulatorna agencija za komunikacije BiH;3.889.500,00
Centar za uklanjanje mina u BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za uklanjanje mina u BiH;3.835.880,00
Ministarstvo civilnih poslova BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo civilnih poslova BiH;3.718.844,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;3.687.688,00
Predsjedništvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Predsjedništvo BiH;3.229.000,00
Ministarstvo za ljudska prava i izbjeglice BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo za ljudska prava i izbjeglice BiH;3.222.797,00
Agencija za statistiku BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;3.102.279,00
Ministarstvo komunikacija i prometa BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;3.005.844,00
Direkcija za evropske integracije BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za evropske integracije BiH;2.605.940,00
Ured za reviziju institucija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;2.290.799,00
Središnja izborna komisija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Središnja izborna komisija BiH;2.286.828,00
Agencija za lijekove i medicinska sredstva BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za lijekove i medicinska sredstva BiH;2.150.040,00
Generalni sekretarijat Vijeca ministara BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Generalni sekretarijat Vijeca ministara BiH;1.978.278,00
Direkcija za civilno vazduhoplovstvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za civilno vazduhoplovstvo BiH;1.876.868,00
Ured za veterinarstvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;1.807.049,00
Institucija ombudsmana za ljudska prava BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;1.707.978,00
Institut za mjeriteljstvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;1.300.290,00
Institut za nestale osobe;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za nestale osobe;1.221.993,00
Agencija za školovanje i strucno usavršavanje kadrova;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za školovanje i strucno usavršavanje kadrova;1.155.587,00
Institut za intelektualno vlasništvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;1.117.795,00
Agencija za sigurnost hrane;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za sigurnost hrane;1.036.962,00
Konkurencijsko vijece BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Konkurencijsko vijece BiH;980.378,00
Agencija za policijsku podršku;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za policijsku podršku;979.871,00
Institut za standardizaciju BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standardizaciju BiH;913.375,00
Ured koordinatora za reformu javne uprave;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured koordinatora za reformu javne uprave;849.687,00
Agencija za promociju stranih ulaganja u BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za promociju stranih ulaganja u BiH;839.667,00
Agencija za rad i zapošljavanje BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;785.663,00
Agencija za predškolsko, osnovno i srednje obrazovanje;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za predškolsko, osnovno i srednje obrazovanje;772.709,00
Agencija za zaštitu licnih podataka;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za zaštitu licnih podataka;725.231,00
Komisija za koncesije;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za koncesije;712.721,00
Agencija za državnu službu BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za državnu službu BiH;699.112,00
Pravobranilaštvo BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Pravobranilaštvo BiH;692.876,00
Komisija za ocuvanje nacionalnih spomenika BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;687.548,00
Agencija za javne nabavke BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za javne nabavke BiH;655.455,00
Agencija za forenzicka ispitivanja i vještacenja;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za forenzicka ispitivanja i vještacenja;632.617,00
Direkcija za ekonomsko planiranje;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za ekonomsko planiranje;617.843,00
Institut za akreditiranje BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za akreditiranje BiH;597.879,00
Ured za razmatranje žalbi po javnim nabavkama;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za razmatranje žalbi po javnim nabavkama;590.743,00
Agencija za nadzor nad tržištem;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za nadzor nad tržištem;535.887,00
Uprava za zaštitu zdravlja bilja;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za zaštitu zdravlja bilja;528.375,00
Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;514.620,00
Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;508.601,00
Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;498.176,00
Agencija za poštanski promet BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za poštanski promet BiH;483.875,00
Memorijalni centar Srebrenica;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Memorijalni centar Srebrenica;452.225,00
Ured za zakonodavstvo;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za zakonodavstvo;440.459,00
Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;426.504,00
Arhiv BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Arhiv BiH;421.887,00
Agencija za osiguranje u Bosni i Hercegovini;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za osiguranje u Bosni i Hercegovini;318.675,00
Fond za povratak;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Fond za povratak;314.632,00
Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;259.379,00
Agencija za antidoping kontrolu;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za antidoping kontrolu;247.944,00
Odbor državne službe za žalbe;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Odbor državne službe za žalbe;239.618,00
Institucija ombudsmena za zaštitu potrošaca;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmena za zaštitu potrošaca;236.336,00
Centralna harmonizacijska jedinica;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Centralna harmonizacijska jedinica;207.031,00
Vijeće za državnu pomoć BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Vijeće za državnu pomoć BiH;84.356,00
Bosna i Hercegovina;611200;Rashodi;Rashodi po korisnicima - sumarno;Naknade troškova zaposlenih ;109.478.246,00
Ministarstvo odbrane BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;52.262.783,00
Ministarstvo vanjskih poslova BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;10.834.786,00
Granicna policija BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;9.785.564,00
Uprava za indirektno oporezivanje BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;8.467.360,00
Direkcija za koordinaciju policijskih tijela;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za koordinaciju policijskih tijela;3.589.647,00
Obavještajno- sigurnosna agencija BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Obavještajno- sigurnosna agencija BiH;3.332.157,00
Državna agencija za istrage i zaštitu;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Državna agencija za istrage i zaštitu;3.058.612,00
Parlamentarna skupština BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Parlamentarna skupština BiH;1.989.409,00
Služba za zajednicke poslove institucija BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za zajednicke poslove institucija BiH;1.377.033,00
Ministarstvo pravde BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;1.053.191,00
Služba za poslove sa strancima;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;747.863,00
Ustavni sud BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;656.889,00
Ministarstvo finansija i trezora BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;650.686,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;642.479,00
Predsjedništvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Predsjedništvo BiH;633.186,00
Sud BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Sud BiH;597.627,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;568.431,00
Ministarstvo sigurnosti BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo sigurnosti BiH;555.074,00
Centar za uklanjanje mina u BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za uklanjanje mina u BiH;546.636,00
Ministarstvo za ljudska prava i izbjeglice BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo za ljudska prava i izbjeglice BiH;465.474,00
Visoko sudsko i tužilacko vijece BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Visoko sudsko i tužilacko vijece BiH;460.890,00
Ministarstvo civilnih poslova BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo civilnih poslova BiH;458.964,00
Tužilaštvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Tužilaštvo BiH;422.765,00
Agencija za statistiku BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;417.323,00
Regulatorna agencija za komunikacije BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Regulatorna agencija za komunikacije BiH;407.323,00
Direkcija za civilno vazduhoplovstvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za civilno vazduhoplovstvo BiH;351.838,00
Ministarstvo komunikacija i prometa BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;330.611,00
Središnja izborna komisija BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Središnja izborna komisija BiH;271.556,00
Agencija za lijekove i medicinska sredstva BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za lijekove i medicinska sredstva BiH;260.831,00
Ured za veterinarstvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;250.980,00
Generalni sekretarijat Vijeca ministara BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Generalni sekretarijat Vijeca ministara BiH;247.904,00
Direkcija za evropske integracije BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za evropske integracije BiH;235.215,00
Ured za reviziju institucija BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;226.551,00
Institucija ombudsmana za ljudska prava BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;169.742,00
Institut za nestale osobe;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za nestale osobe;167.881,00
Agencija za sigurnost hrane;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za sigurnost hrane;165.625,00
Agencija za školovanje i strucno usavršavanje kadrova;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za školovanje i strucno usavršavanje kadrova;161.211,00
Institut za intelektualno vlasništvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;147.590,00
Institut za standardizaciju BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standardizaciju BiH;128.800,00
Institut za mjeriteljstvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;127.512,00
Agencija za policijsku podršku;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za policijsku podršku;121.404,00
Ured koordinatora za reformu javne uprave;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured koordinatora za reformu javne uprave;109.451,00
Komisija za ocuvanje nacionalnih spomenika BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;105.043,00
Konkurencijsko vijece BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Konkurencijsko vijece BiH;104.855,00
Agencija za forenzicka ispitivanja i vještacenja;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za forenzicka ispitivanja i vještacenja;97.418,00
Komisija za koncesije;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za koncesije;92.878,00
Uprava za zaštitu zdravlja bilja;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za zaštitu zdravlja bilja;89.851,00
Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;88.506,00
Agencija za promociju stranih ulaganja u BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za promociju stranih ulaganja u BiH;87.742,00
Agencija za predškolsko, osnovno i srednje obrazovanje;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za predškolsko, osnovno i srednje obrazovanje;87.303,00
Agencija za zaštitu licnih podataka;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za zaštitu licnih podataka;86.952,00
Pravobranilaštvo BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Pravobranilaštvo BiH;85.652,00
Agencija za rad i zapošljavanje BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;80.062,00
Arhiv BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Arhiv BiH;77.464,00
Memorijalni centar Srebrenica;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Memorijalni centar Srebrenica;72.801,00
Ured za zakonodavstvo;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za zakonodavstvo;66.974,00
Agencija za nadzor nad tržištem;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za nadzor nad tržištem;64.450,00
Institut za akreditiranje BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za akreditiranje BiH;61.273,00
Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;60.447,00
Agencija za državnu službu BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za državnu službu BiH;59.246,00
Agencija za poštanski promet BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za poštanski promet BiH;55.486,00
Agencija za javne nabavke BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za javne nabavke BiH;54.298,00
Direkcija za ekonomsko planiranje;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za ekonomsko planiranje;50.987,00
Ured za razmatranje žalbi po javnim nabavkama;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za razmatranje žalbi po javnim nabavkama;49.958,00
Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;49.194,00
Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;47.569,00
Centralna harmonizacijska jedinica;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Centralna harmonizacijska jedinica;39.873,00
Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;37.351,00
Fond za povratak;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Fond za povratak;36.069,00
Odbor državne službe za žalbe;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Odbor državne službe za žalbe;29.550,00
Agencija za osiguranje u Bosni i Hercegovini;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za osiguranje u Bosni i Hercegovini;28.227,00
Institucija ombudsmena za zaštitu potrošaca;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmena za zaštitu potrošaca;26.349,00
Agencija za antidoping kontrolu;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za antidoping kontrolu;25.085,00
Vijeće za državnu pomoć BiH;611200;Rashodi;Rashodi po korisnicima - sintetički konto;Vijeće za državnu pomoć BiH;22.479,00
Bosna i Hercegovina;-;Rashodi;Grupa;Rashodi za materijal i usluge;172.093.144,00
Bosna i Hercegovina;613000;Rashodi;Podgrupa;Izdaci za materijal i usluge;172.093.144,00
Bosna i Hercegovina;613100;Rashodi;Rashodi po korisnicima - sumarno;Putni troškovi;14.357.254,00
Ministarstvo odbrane BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;2.784.638,00
Direkcija za koordinaciju policijskih tijela;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za koordinaciju policijskih tijela;1.518.992,00
Ministarstvo vanjskih poslova BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;1.343.419,00
Parlamentarna skupština BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Parlamentarna skupština BiH;865.522,00
Predsjedništvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Predsjedništvo BiH;729.930,00
Državna agencija za istrage i zaštitu;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Državna agencija za istrage i zaštitu;457.373,00
Ministarstvo civilnih poslova BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo civilnih poslova BiH;378.078,00
Direkcija za civilno vazduhoplovstvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za civilno vazduhoplovstvo BiH;346.434,00
Obavještajno- sigurnosna agencija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Obavještajno- sigurnosna agencija BiH;335.254,00
Regulatorna agencija za komunikacije BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Regulatorna agencija za komunikacije BiH;331.006,00
Ministarstvo sigurnosti BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo sigurnosti BiH;316.651,00
Visoko sudsko i tužilacko vijece BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Visoko sudsko i tužilacko vijece BiH;307.286,00
Ministarstvo za ljudska prava i izbjeglice BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo za ljudska prava i izbjeglice BiH;303.598,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;293.218,00
Generalni sekretarijat Vijeca ministara BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Generalni sekretarijat Vijeca ministara BiH;285.431,00
Tužilaštvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Tužilaštvo BiH;276.732,00
Uprava za indirektno oporezivanje BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;261.911,00
Granicna policija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;251.512,00
Agencija za statistiku BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;223.852,00
Ministarstvo komunikacija i prometa BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;205.202,00
Direkcija za evropske integracije BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za evropske integracije BiH;199.973,00
Ministarstvo pravde BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;160.012,00
Ministarstvo finansija i trezora BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;138.662,00
Ured za reviziju institucija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;130.053,00
Institut za mjeriteljstvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;127.985,00
Služba za poslove sa strancima;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;126.785,00
Agencija za lijekove i medicinska sredstva BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za lijekove i medicinska sredstva BiH;116.373,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;108.625,00
Institut za akreditiranje BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za akreditiranje BiH;105.750,00
Institut za intelektualno vlasništvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;98.075,00
Ured za veterinarstvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;91.047,00
Institucija ombudsmana za ljudska prava BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;88.492,00
Agencija za predškolsko, osnovno i srednje obrazovanje;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za predškolsko, osnovno i srednje obrazovanje;68.525,00
Agencija za rad i zapošljavanje BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;68.192,00
Ustavni sud BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;56.969,00
Institut za standardizaciju BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standardizaciju BiH;52.739,00
Agencija za antidoping kontrolu;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za antidoping kontrolu;48.696,00
Komisija za ocuvanje nacionalnih spomenika BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;48.047,00
Agencija za policijsku podršku;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za policijsku podršku;47.986,00
Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;44.118,00
