Naziv korisnika;Konto;Klasa;Klasifikacija;Naziv;Iznos (KM)
Ministarstvo pravde BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo pravde BiH;134.975,00
Ministarstvo komunikacija i prometa BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo komunikacija i prometa BiH;129.929,00
Institut za mjeriteljstvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za mjeriteljstvo BiH;118.959,00
Agencija za statistiku BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za statistiku BiH;108.013,00
Agencija za lijekove i medicinska sredstva BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za lijekove i medicinska sredstva BiH;106.363,00
Služba za poslove sa strancima;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za poslove sa strancima;96.552,00
Služba za poslove sa strancima;613100;Rashodi;Rashodi po korisnicima - analitički konto;Prevencija ilegalnih migracija u BiH i regionu i dobrovoljni povratak ilegalnih migranata;57.425,00
Služba za poslove sa strancima;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi - ostalo;39.127,00
Ministarstvo finansija i trezora BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo finansija i trezora BiH;92.735,00
Institut za akreditiranje BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za akreditiranje BiH;85.212,00
Ustavni sud BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ustavni sud BiH;83.332,00
Ustavni sud BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi - ostalo;82.483,00
Ustavni sud BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Podrška Ustavnom sudu BiH;849,00
Ured za reviziju institucija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za reviziju institucija BiH;80.794,00
Ured za reviziju institucija BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi;80.269,00
Ured za reviziju institucija BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Koordinacioni odbor;525,00
Ured za veterinarstvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za veterinarstvo BiH;78.898,00
Ured za veterinarstvo BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi - ostalo;78.119,00
Ured za veterinarstvo BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2007 - 2013 Jadranski program prekogranične saradnje - namjenska sredstva;779,00
Središnja izborna komisija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Središnja izborna komisija BiH;67.231,00
Agencija za rad i zapošljavanje BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za rad i zapošljavanje BiH;61.582,00
Institucija ombudsmana za ljudska prava BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmana za ljudska prava BiH;55.341,00
Institut za intelektualno vlasništvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za intelektualno vlasništvo BiH;52.502,00
Komisija za ocuvanje nacionalnih spomenika BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za ocuvanje nacionalnih spomenika BiH;52.408,00
Centar za uklanjanje mina u BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za uklanjanje mina u BiH;49.663,00
Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;43.795,00
Agencija za antidoping kontrolu;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za antidoping kontrolu;43.293,00
Institut za standardizaciju BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za standardizaciju BiH;39.974,00
Sud BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Sud BiH;37.498,00
Sud BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi - ostalo;36.788,00
Sud BiH;613100;Rashodi;Rashodi po korisnicima - analitički konto;Donacija EU za Sud BiH - IPA 2012;710,00
Agencija za policijsku podršku;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za policijsku podršku;36.563,00
Agencija za predškolsko, osnovno i srednje obrazovanje;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za predškolsko, osnovno i srednje obrazovanje;36.032,00
Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;35.902,00
Konkurencijsko vijece BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Konkurencijsko vijece BiH;28.259,00
Uprava za zaštitu zdravlja bilja;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za zaštitu zdravlja bilja;26.732,00
Uprava za zaštitu zdravlja bilja;613100;Rashodi;Rashodi po korisnicima - analitički konto;Putni troskovi - ostalo;20.630,00
Uprava za zaštitu zdravlja bilja;613100;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2009 Jačanje kapaciteta fitosanitarnog sistema u BiH;6.102,00
Agencija za sigurnost hrane;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za sigurnost hrane;24.699,00
Direkcija za ekonomsko planiranje;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Direkcija za ekonomsko planiranje;24.120,00
Agencija za forenzicka ispitivanja i vještacenja;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za forenzicka ispitivanja i vještacenja;23.835,00
Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;22.592,00
Institut za nestale osobe;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institut za nestale osobe;20.661,00
Agencija za promociju stranih ulaganja u BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za promociju stranih ulaganja u BiH;20.127,00
Agencija za nadzor nad tržištem;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za nadzor nad tržištem;19.110,00
Arhiv BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Arhiv BiH;18.913,00
Agencija za zaštitu licnih podataka;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za zaštitu licnih podataka;17.040,00
Agencija za školovanje i strucno usavršavanje kadrova;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za školovanje i strucno usavršavanje kadrova;16.301,00
Agencija za poštanski promet BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za poštanski promet BiH;15.253,00
Agencija za osiguranje u Bosni i Hercegovini;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za osiguranje u Bosni i Hercegovini;13.925,00
Pravobranilaštvo BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Pravobranilaštvo BiH;13.896,00
Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;13.486,00
Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;10.433,00
Ured koordinatora za reformu javne uprave;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured koordinatora za reformu javne uprave;10.050,00
Služba za zajednicke poslove institucija BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Služba za zajednicke poslove institucija BiH;7.939,00
Agencija za javne nabavke BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za javne nabavke BiH;6.905,00
Centralna harmonizacijska jedinica;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Centralna harmonizacijska jedinica;6.373,00
Agencija za državnu službu BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Agencija za državnu službu BiH;5.670,00
Komisija za koncesije;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Komisija za koncesije;5.349,00
Fond za povratak;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Fond za povratak;5.119,00
Ured za razmatranje žalbi po javnim nabavkama;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za razmatranje žalbi po javnim nabavkama;3.937,00
Jedinica za implementaciju projekta izgradnje zavoda za izvršenje krivicnih sankcija, pritvora i drugih mjera BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Jedinica za implementaciju projekta izgradnje zavoda za izvršenje krivicnih sankcija, pritvora i drugih mjera BiH;3.628,00
Institucija ombudsmena za zaštitu potrošaca;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Institucija ombudsmena za zaštitu potrošaca;2.992,00
Memorijalni centar Srebrenica;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Memorijalni centar Srebrenica;2.208,00
Odbor državne službe za žalbe;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Odbor državne službe za žalbe;1.696,00
Ured za zakonodavstvo;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Ured za zakonodavstvo;371,00
Vijeće za državnu pomoć BiH;613100;Rashodi;Rashodi po korisnicima - sintetički konto;Vijeće za državnu pomoć BiH;355,00
Bosna i Hercegovina;613200;Rashodi;Rashodi po korisnicima - sumarno;Izdaci telefonskih i poštanskih usluga;8.288.318,00
Uprava za indirektno oporezivanje BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;1.884.442,00
Uprava za indirektno oporezivanje BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;1.881.882,00
Uprava za indirektno oporezivanje BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Upravni odbor;1.733,00
Uprava za indirektno oporezivanje BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2011 Daljnje usklađivanje carina i oporezivanje s EU praksom i zakonodavstvom - namjenska sredstva;827,00
Ministarstvo vanjskih poslova BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;1.119.641,00
Ministarstvo odbrane BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;745.839,00
Obavještajno- sigurnosna agencija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;352.288,00
Granicna policija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;301.872,00
Sud BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;245.930,00
Državna agencija za istrage i zaštitu;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;245.419,00
Predsjedništvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;184.512,00
Predsjedništvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;140.262,00
Predsjedništvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - bošnjački;26.802,00
Predsjedništvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - srpski;10.428,00
Predsjedništvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - hrvatski;7.020,00
Parlamentarna skupština BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;177.112,00
Parlamentarna skupština BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;163.410,00
Parlamentarna skupština BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Klubovi poslanika parlamentalnih stranaka;13.702,00
Ministarstvo pravde BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;148.350,00
Ministarstvo pravde BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;148.320,00
Ministarstvo pravde BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2012 podrška za efikasno procesuiranje ratnih zločina - OKO;30,00
Ministarstvo finansija i trezora BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;144.214,00
Središnja izborna komisija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;136.962,00
Ministarstvo komunikacija i prometa BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;130.214,00
Ministarstvo civilnih poslova BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;127.776,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;125.302,00
Tužilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;114.087,00
Tužilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;93.030,00
Tužilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Udarni tim za sprečavanje trgovine ljudima;11.057,00
Tužilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Tužilaštvo BiH IPA 2012/2013;10.000,00
Regulatorna agencija za komunikacije BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;105.803,00
Generalni sekretarijat Vijeca ministara BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;105.775,00
Ministarstvo za ljudska prava i izbjeglice BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;103.233,00
Služba za poslove sa strancima;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;102.386,00
Služba za poslove sa strancima;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;102.251,00
Služba za poslove sa strancima;613200;Rashodi;Rashodi po korisnicima - analitički konto;Prevencija ilegalnih migracija u BiH i regionu i dobrovoljni povratak ilegalnih migranata;135,00
Direkcija za koordinaciju policijskih tijela;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;99.990,00
Ustavni sud BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;97.351,00
Ministarstvo sigurnosti BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;96.911,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;92.588,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;92.338,00
Ministarstvo vanjske trgovine i ekonomskih odnosa BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Alterenergy;250,00
Ured za veterinarstvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;85.925,00
Ured za veterinarstvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;81.852,00
Ured za veterinarstvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA - Poboljšanje kontrole zdravlja životinja i nusproizvoda životinjskog porijekla u BiH - namjenska sredstva;3.254,00
Ured za veterinarstvo BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA - 2009 Podrška veterinarskom i fitosanitarnom sektoru - namjenska sredstva;819,00
Centar za uklanjanje mina u BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;85.434,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;77.468,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;49.599,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Projekat za unapređenje efikasnosti pravosuđa;7.966,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Unapređenje pravosudnih kapaciteta za adekvatnu implementaciju mjera za zaštitu svjedoka;7.322,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Norveška vlada za VSTS 2011-2014;5.725,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;SWISS 2010/2012;3.918,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2012 - Konsolidacija i daljnji razvitak pravosudnog komunikacionog sistema;1.669,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;IPA 2010 Jačanje pravosuđa BiH;1.195,00
Visoko sudsko i tužilacko vijece BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;SWISS 2014-2018;74,00
Agencija za lijekove i medicinska sredstva BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;74.216,00
Direkcija za civilno vazduhoplovstvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;72.319,00
Agencija za statistiku BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;67.654,00
Institucija ombudsmana za ljudska prava BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;52.026,00
Institut za nestale osobe;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;51.155,00
Direkcija za evropske integracije BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;40.451,00
Ured za reviziju institucija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;34.126,00
Agencija za državnu službu BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;32.948,00
Institut za intelektualno vlasništvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;32.722,00
Ured za razmatranje žalbi po javnim nabavkama;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;30.072,00
Institut za mjeriteljstvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;29.352,00
Pravobranilaštvo BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;25.177,00
Služba za zajednicke poslove institucija BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;24.460,00
Konkurencijsko vijece BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;22.656,00
Agencija za promociju stranih ulaganja u BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;21.463,00
Državna regulatorna agencija za radijacijsku i nuklearnu sigurnost;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;20.749,00
Agencija za razvoj visokog obrazovanja i osiguranje kvaliteta;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;19.902,00
Komisija za ocuvanje nacionalnih spomenika BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;19.344,00
Agencija za policijsku podršku;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.816,00
Agencija za zaštitu licnih podataka;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.806,00
Agencija za predškolsko, osnovno i srednje obrazovanje;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.753,00
Agencija za sigurnost hrane;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.724,00
Agencija za rad i zapošljavanje BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.351,00
Agencija za javne nabavke BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;18.118,00
Institut za standardizaciju BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;17.695,00
Ured koordinatora za reformu javne uprave;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;17.029,00
Agencija za poštanski promet BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;16.801,00
Uprava za zaštitu zdravlja bilja;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;16.395,00
Komisija za koncesije;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;14.187,00
Institut za akreditiranje BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;14.174,00
Odbor državne službe za žalbe;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;13.960,00
Agencija za školovanje i strucno usavršavanje kadrova;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;13.347,00
Agencija za prevenciju korupcije i koordinaciju borbe protiv korupcije;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;13.346,00
Agencija za forenzicka ispitivanja i vještacenja;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;13.087,00
Agencija za antidoping kontrolu;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;13.001,00
Centar za informisanje i priznavanje dokumenata iz oblasti visokog obrazovanja;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;12.922,00
Direkcija za ekonomsko planiranje;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;12.045,00
Fond za povratak;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;11.470,00
Agencija za nadzor nad tržištem;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;10.622,00
Centralna harmonizacijska jedinica;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;10.528,00
Arhiv BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;8.833,00
Institucija ombudsmena za zaštitu potrošaca;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.457,00
Ured za harmonizaciju i koordinaciju sistema placanja u poljoprivredi, ishrani i ruralnom razvoju BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.385,00
Agencija za osiguranje u Bosni i Hercegovini;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.286,00
Vijeće za državnu pomoć BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;6.257,00
Vijeće za državnu pomoć BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Raspodjela uplaćenih sredstava Vijeću za državnu pomoć;3.392,00
Vijeće za državnu pomoć BiH;613200;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za telefonske i poštanske usluge;2.865,00
Memorijalni centar Srebrenica;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;5.270,00
Jedinica za implementaciju projekta izgradnje zavoda za izvršenje krivicnih sankcija, pritvora i drugih mjera BiH;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;5.167,00
Ured za zakonodavstvo;613200;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci telefonskih i poštanskih usluga;3.872,00
Bosna i Hercegovina;613300;Rashodi;Rashodi po korisnicima - sumarno;Izdaci za energiju i komunalne usluge;15.872.729,00
Ministarstvo odbrane BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;6.409.785,00
Uprava za indirektno oporezivanje BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;2.011.325,00
Ministarstvo vanjskih poslova BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;1.511.638,00
Služba za zajednicke poslove institucija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;1.511.176,00
Državna agencija za istrage i zaštitu;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;780.787,00
Obavještajno- sigurnosna agencija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;402.247,00
Granicna policija BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;396.585,00
Sud BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;258.383,00
Ministarstvo pravde BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;229.784,00
Direkcija za koordinaciju policijskih tijela;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;197.039,00
Služba za poslove sa strancima;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;195.719,00
Agencija za identifikaciju dokumenata, evidenciju i razmjenu podataka;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;149.242,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;143.114,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - analitički konto;Izdaci za energiju i komunalne usluge;128.154,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - bošnjački;6.836,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - srpski;5.010,00
Predsjedništvo BiH;613300;Rashodi;Rashodi po korisnicima - analitički konto;Ured oficira za vezu u Hagu - hrvatski;3.114,00
Agencija za lijekove i medicinska sredstva BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;125.671,00
Visoko sudsko i tužilacko vijece BiH;613300;Rashodi;Rashodi po korisnicima - sintetički konto;Izdaci za energiju i komunalne usluge;116.314,00
